T,U:0,U:1,U:2,mag(U),p,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
348.432,5.25143e-13,0,0,5.25143e-13,100000,0.997574,1,0,-5,0,0,0
348.432,4.74088e-13,0,0,4.74088e-13,100000,0.997574,1,0.0100002,-4.99,0,0,1
348.432,4.23032e-13,0,0,4.23032e-13,100000,0.997574,1,0.02,-4.98,0,0,2
348.432,3.13627e-13,0,0,3.13627e-13,100000,0.997574,1,0.0300002,-4.97,0,0,3
348.432,2.91746e-13,0,0,2.91746e-13,100000,0.997574,1,0.04,-4.96,0,0,4
348.432,3.06333e-13,0,0,3.06333e-13,100000,0.997574,1,0.0500002,-4.95,0,0,5
348.432,3.71976e-13,0,0,3.71976e-13,100000,0.997574,1,0.0599999,-4.94,0,0,6
348.432,5.32437e-13,0,0,5.32437e-13,100000,0.997574,1,0.0700002,-4.93,0,0,7
348.432,5.90786e-13,0,0,5.90786e-13,100000,0.997574,1,0.0799999,-4.92,0,0,8
348.432,6.27254e-13,0,0,6.27254e-13,100000,0.997574,1,0.0900002,-4.91,0,0,9
348.432,5.61611e-13,0,0,5.61611e-13,100000,0.997574,1,0.0999999,-4.9,0,0,10
348.432,4.81381e-13,0,0,4.81381e-13,100000,0.997574,1,0.11,-4.89,0,0,11
348.432,4.52206e-13,0,0,4.52206e-13,100000,0.997574,1,0.12,-4.88,0,0,12
348.432,5.17849e-13,0,0,5.17849e-13,100000,0.997574,1,0.13,-4.87,0,0,13
348.432,6.41841e-13,0,0,6.41841e-13,100000,0.997574,1,0.14,-4.86,0,0,14
348.432,6.85603e-13,0,0,6.85603e-13,100000,0.997574,1,0.15,-4.85,0,0,15
348.432,7.07484e-13,0,0,7.07484e-13,100000,0.997574,1,0.16,-4.84,0,0,16
348.432,7.8042e-13,0,0,7.8042e-13,100000,0.997574,1,0.17,-4.83,0,0,17
348.432,7.95008e-13,0,0,7.95008e-13,100000,0.997574,1,0.18,-4.82,0,0,18
