T,U:0,U:1,U:2,mag(U),p,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
348.432,0,0,0,0,100000,0.997574,1,0,-5,0,0,0
348.432,5.41893e-35,0,0,5.41893e-35,100000,0.997574,1,0.0100002,-4.99,0,0,1
348.432,1.08376e-34,0,0,1.08376e-34,100000,0.997574,1,0.02,-4.98,0,0,2
348.432,1.62565e-34,0,0,1.62565e-34,100000,0.997574,1,0.0300002,-4.97,0,0,3
348.432,2.16752e-34,0,0,2.16752e-34,100000,0.997574,1,0.04,-4.96,0,0,4
348.432,2.70941e-34,0,0,2.70941e-34,100000,0.997574,1,0.0500002,-4.95,0,0,5
348.432,3.25128e-34,0,0,3.25128e-34,100000,0.997574,1,0.0599999,-4.94,0,0,6
348.432,3.79317e-34,0,0,3.79317e-34,100000,0.997574,1,0.0700002,-4.93,0,0,7
348.432,4.33504e-34,0,0,4.33504e-34,100000,0.997574,1,0.0799999,-4.92,0,0,8
348.432,4.87693e-34,0,0,4.87693e-34,100000,0.997574,1,0.0900002,-4.91,0,0,9
348.432,5.4188e-34,0,0,5.4188e-34,100000,0.997574,1,0.0999999,-4.9,0,0,10
348.432,1.82346e-14,0,0,1.82346e-14,100000,0.997574,1,0.11,-4.89,0,0,11
348.432,3.64683e-14,0,0,3.64683e-14,100000,0.997574,1,0.12,-4.88,0,0,12
348.432,5.47029e-14,0,0,5.47029e-14,100000,0.997574,1,0.13,-4.87,0,0,13
348.432,7.29366e-14,0,0,7.29366e-14,100000,0.997574,1,0.14,-4.86,0,0,14
348.432,9.11712e-14,0,0,9.11712e-14,100000,0.997574,1,0.15,-4.85,0,0,15
348.432,1.09405e-13,0,0,1.09405e-13,100000,0.997574,1,0.16,-4.84,0,0,16
348.432,1.27639e-13,0,0,1.27639e-13,100000,0.997574,1,0.17,-4.83,0,0,17
348.432,1.45873e-13,0,0,1.45873e-13,100000,0.997574,1,0.18,-4.82,0,0,18
348.432,1.64108e-13,0,0,1.64108e-13,100000,0.997574,1,0.19,-4.81,0,0,19
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.2,-4.8,0,0,20
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.21,-4.79,0,0,21
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.22,-4.78,0,0,22
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.23,-4.77,0,0,23
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.24,-4.76,0,0,24
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.25,-4.75,0,0,25
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.26,-4.74,0,0,26
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.27,-4.73,0,0,27
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.28,-4.72,0,0,28
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.29,-4.71,0,0,29
348.432,1.82342e-13,0,0,1.82342e-13,100000,0.997574,1,0.3,-4.7,0,0,30
348.432,1.52168e-13,0,0,1.76047e-13,100000,0.997574,1,0.31,-4.69,0,0,31
348.432,1.21994e-13,0,0,1.69753e-13,100000,0.997574,1,0.32,-4.68,0,0,32
348.432,9.18207e-14,0,0,1.63458e-13,100000,0.997574,1,0.33,-4.67,0,0,33
348.432,6.16461e-14,0,0,1.57164e-13,100000,0.997574,1,0.34,-4.66,0,0,34
348.432,3.1473e-14,0,0,1.50869e-13,100000,0.997574,1,0.35,-4.65,0,0,35
348.432,1.2984e-15,0,0,1.44575e-13,100000,0.997574,1,0.36,-4.64,0,0,36
348.432,-2.88747e-14,0,0,1.38281e-13,100000,0.997574,1,0.37,-4.63,0,0,37
348.432,-5.90493e-14,0,0,1.31986e-13,100000,0.997574,1,0.38,-4.62,0,0,38
348.432,-8.92224e-14,0,0,1.25692e-13,100000,0.997574,1,0.39,-4.61,0,0,39
348.432,-1.19397e-13,0,0,1.19397e-13,100000,0.997574,1,0.4,-4.6,0,0,40
348.432,7.62613e-14,0,0,3.15055e-13,100000,0.997574,1,0.41,-4.59,0,0,41
348.432,2.71929e-13,0,0,5.10723e-13,100000,0.997574,1,0.42,-4.58,0,0,42
348.432,4.67587e-13,0,0,7.06381e-13,100000,0.997574,1,0.43,-4.57,0,0,43
348.432,6.63255e-13,0,0,9.02049e-13,100000,0.997574,1,0.44,-4.56,0,0,44
348.432,8.58913e-13,0,0,1.09771e-12,100000,0.997574,1,0.45,-4.55,0,0,45
348.432,1.05458e-12,0,0,1.29337e-12,100000,0.997574,1,0.46,-4.54,0,0,46
348.432,1.25024e-12,0,0,1.48903e-12,100000,0.997574,1,0.47,-4.53,0,0,47
348.432,1.44591e-12,0,0,1.6847e-12,100000,0.997574,1,0.48,-4.52,0,0,48
348.432,1.64157e-12,0,0,1.88036e-12,100000,0.997574,1,0.49,-4.51,0,0,49
348.432,1.83723e-12,0,0,2.07603e-12,100000,0.997574,1,0.5,-4.5,0,0,50
348.432,3.43262e-12,0,0,3.64753e-12,100000,0.997574,1,0.51,-4.49,0,0,51
348.432,5.02792e-12,0,0,5.21896e-12,100000,0.997574,1,0.52,-4.48,0,0,52
348.432,6.6233e-12,0,0,6.79046e-12,100000,0.997574,1,0.53,-4.47,0,0,53
348.432,8.21861e-12,0,0,8.36189e-12,100000,0.997574,1,0.54,-4.46,0,0,54
348.432,9.81399e-12,0,0,9.93339e-12,100000,0.997574,1,0.55,-4.45,0,0,55
348.432,1.14093e-11,0,0,1.15048e-11,100000,0.997574,1,0.56,-4.44,0,0,56
348.432,1.30047e-11,0,0,1.30763e-11,100000,0.997574,1,0.57,-4.43,0,0,57
348.432,1.46e-11,0,0,1.46477e-11,100000,0.997574,1,0.58,-4.42,0,0,58
348.432,1.61954e-11,0,0,1.62193e-11,100000,0.997574,1,0.59,-4.41,0,0,59
348.432,1.77907e-11,0,0,1.77907e-11,100000,0.997574,1,0.6,-4.4,0,0,60
348.432,2.57656e-11,0,0,2.57656e-11,100000,0.997574,1,0.61,-4.39,0,0,61
348.432,3.37401e-11,0,0,3.37401e-11,100000,0.997574,1,0.62,-4.38,0,0,62
348.432,4.17149e-11,0,0,4.17149e-11,100000,0.997574,1,0.63,-4.37,0,0,63
348.432,4.96894e-11,0,0,4.96894e-11,100000,0.997574,1,0.64,-4.36,0,0,64
348.432,5.76643e-11,0,0,5.76643e-11,100000,0.997574,1,0.65,-4.35,0,0,65
348.432,6.56388e-11,0,0,6.56388e-11,100000,0.997574,1,0.66,-4.34,0,0,66
348.432,7.36137e-11,0,0,7.36137e-11,100000,0.997574,1,0.67,-4.33,0,0,67
348.432,8.15882e-11,0,0,8.15882e-11,100000,0.997574,1,0.68,-4.32,0,0,68
348.432,8.95631e-11,0,0,8.95631e-11,100000,0.997574,1,0.69,-4.31,0,0,69
348.432,9.75375e-11,0,0,9.75375e-11,100000,0.997574,1,0.7,-4.3,0,0,70
348.432,1.33402e-10,0,0,1.33402e-10,100000,0.997574,1,0.71,-4.29,0,0,71
348.432,1.69265e-10,0,0,1.69265e-10,100000,0.997574,1,0.72,-4.28,0,0,72
348.432,2.05129e-10,0,0,2.05129e-10,100000,0.997574,1,0.73,-4.27,0,0,73
348.432,2.40992e-10,0,0,2.40992e-10,100000,0.997574,1,0.74,-4.26,0,0,74
348.432,2.76857e-10,0,0,2.76857e-10,100000,0.997574,1,0.75,-4.25,0,0,75
348.432,3.12721e-10,0,0,3.12721e-10,100000,0.997574,1,0.76,-4.24,0,0,76
348.432,3.48584e-10,0,0,3.48584e-10,100000,0.997574,1,0.77,-4.23,0,0,77
348.432,3.84449e-10,0,0,3.84449e-10,100000,0.997574,1,0.78,-4.22,0,0,78
348.432,4.20311e-10,0,0,4.20311e-10,100000,0.997574,1,0.79,-4.21,0,0,79
348.432,4.56176e-10,0,0,4.56176e-10,100000,0.997574,1,0.8,-4.2,0,0,80
348.432,6.15773e-10,0,0,6.15773e-10,100000,0.997574,1,0.81,-4.19,0,0,81
348.432,7.75378e-10,0,0,7.75378e-10,100000,0.997574,1,0.82,-4.18,0,0,82
348.432,9.34976e-10,0,0,9.34976e-10,100000,0.997574,1,0.83,-4.17,0,0,83
