T,U:0,U:1,U:2,mag(U),p,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
348.432,-4.78167e-13,0,0,4.78167e-13,100000,0.999645,1,0,-5,0,0,0
348.432,-4.80058e-13,0,0,4.80058e-13,100000,0.999645,1,0.0100002,-4.99,0,0,1
348.432,-4.81949e-13,0,0,4.81949e-13,100000,0.999645,1,0.02,-4.98,0,0,2
348.432,-4.8384e-13,0,0,4.8384e-13,100000,0.999645,1,0.0300002,-4.97,0,0,3
348.432,-4.85731e-13,0,0,4.85731e-13,100000,0.999645,1,0.04,-4.96,0,0,4
348.432,-4.87622e-13,0,0,4.87622e-13,100000,0.999645,1,0.0500002,-4.95,0,0,5
348.432,-4.89513e-13,0,0,4.89513e-13,100000,0.999645,1,0.0599999,-4.94,0,0,6
348.432,-4.91404e-13,0,0,4.91404e-13,100000,0.999645,1,0.0700002,-4.93,0,0,7
348.432,-4.93295e-13,0,0,4.93295e-13,100000,0.999645,1,0.0799999,-4.92,0,0,8
348.432,-4.95186e-13,0,0,4.95186e-13,100000,0.999645,1,0.0900002,-4.91,0,0,9
348.432,-4.97077e-13,0,0,4.97077e-13,100000,0.999645,1,0.0999999,-4.9,0,0,10
348.432,-5.00044e-13,0,0,5.00044e-13,100000,0.999645,1,0.11,-4.89,0,0,11
348.432,-5.03011e-13,0,0,5.03011e-13,100000,0.999645,1,0.12,-4.88,0,0,12
348.432,-5.05979e-13,0,0,5.05979e-13,100000,0.999645,1,0.13,-4.87,0,0,13
348.432,-5.08946e-13,0,0,5.08946e-13,100000,0.999645,1,0.14,-4.86,0,0,14
348.432,-5.11914e-13,0,0,5.11914e-13,100000,0.999645,1,0.15,-4.85,0,0,15
348.432,-5.14881e-13,0,0,5.14881e-13,100000,0.999645,1,0.16,-4.84,0,0,16
348.432,-5.17848e-13,0,0,5.17848e-13,100000,0.999645,1,0.17,-4.83,0,0,17
348.432,-5.20816e-13,0,0,5.20816e-13,100000,0.999645,1,0.18,-4.82,0,0,18
348.432,-5.23783e-13,0,0,5.23783e-13,100000,0.999645,1,0.19,-4.81,0,0,19
348.432,-5.26751e-13,0,0,5.26751e-13,100000,0.999645,1,0.2,-4.8,0,0,20
348.432,-5.25415e-13,0,0,5.25415e-13,100000,0.999645,1,0.21,-4.79,0,0,21
348.432,-5.24079e-13,0,0,5.24079e-13,100000,0.999645,1,0.22,-4.78,0,0,22
348.432,-5.22743e-13,0,0,5.22743e-13,100000,0.999645,1,0.23,-4.77,0,0,23
348.432,-5.21407e-13,0,0,5.21407e-13,100000,0.999645,1,0.24,-4.76,0,0,24
348.432,-5.20072e-13,0,0,5.20072e-13,100000,0.999645,1,0.25,-4.75,0,0,25
348.432,-5.18736e-13,0,0,5.18736e-13,100000,0.999645,1,0.26,-4.74,0,0,26
348.432,-5.174e-13,0,0,5.174e-13,100000,0.999645,1,0.27,-4.73,0,0,27
348.432,-5.16064e-13,0,0,5.16064e-13,100000,0.999645,1,0.28,-4.72,0,0,28
348.432,-5.14728e-13,0,0,5.14728e-13,100000,0.999645,1,0.29,-4.71,0,0,29
348.432,-5.13392e-13,0,0,5.13392e-13,100000,0.999645,1,0.3,-4.7,0,0,30
348.432,-5.03735e-13,0,0,5.03735e-13,100000,0.999645,1,0.31,-4.69,0,0,31
348.432,-4.94077e-13,0,0,4.94077e-13,100000,0.999645,1,0.32,-4.68,0,0,32
348.432,-4.84419e-13,0,0,4.84419e-13,100000,0.999645,1,0.33,-4.67,0,0,33
348.432,-4.74762e-13,0,0,4.74762e-13,100000,0.999645,1,0.34,-4.66,0,0,34
348.432,-4.65104e-13,0,0,4.65104e-13,100000,0.999645,1,0.35,-4.65,0,0,35
348.432,-4.55446e-13,0,0,4.55446e-13,100000,0.999645,1,0.36,-4.64,0,0,36
348.432,-4.45788e-13,0,0,4.45788e-13,100000,0.999645,1,0.37,-4.63,0,0,37
348.432,-4.3613e-13,0,0,4.3613e-13,100000,0.999645,1,0.38,-4.62,0,0,38
348.432,-4.26473e-13,0,0,4.26473e-13,100000,0.999645,1,0.39,-4.61,0,0,39
348.432,-4.16815e-13,0,0,4.16815e-13,100000,0.999645,1,0.4,-4.6,0,0,40
348.432,-4.04758e-13,0,0,4.04758e-13,100000,0.999645,1,0.41,-4.59,0,0,41
348.432,-3.927e-13,0,0,3.927e-13,100000,0.999645,1,0.42,-4.58,0,0,42
348.432,-3.80642e-13,0,0,3.80642e-13,100000,0.999645,1,0.43,-4.57,0,0,43
348.432,-3.68584e-13,0,0,3.68584e-13,100000,0.999645,1,0.44,-4.56,0,0,44
348.432,-3.56527e-13,0,0,3.56527e-13,100000,0.999645,1,0.45,-4.55,0,0,45
348.432,-3.44469e-13,0,0,3.44469e-13,100000,0.999645,1,0.46,-4.54,0,0,46
348.432,-3.32412e-13,0,0,3.32412e-13,100000,0.999645,1,0.47,-4.53,0,0,47
348.432,-3.20354e-13,0,0,3.20354e-13,100000,0.999645,1,0.48,-4.52,0,0,48
348.432,-3.08296e-13,0,0,3.08296e-13,100000,0.999645,1,0.49,-4.51,0,0,49
348.432,-2.96239e-13,0,0,2.96239e-13,100000,0.999645,1,0.5,-4.5,0,0,50
348.432,-2.90577e-13,0,0,2.90577e-13,100000,0.999645,1,0.51,-4.49,0,0,51
