T,U:0,U:1,U:2,mag(U),p,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
348.432,-7.46286e-12,0,0,7.46286e-12,100000,0.997574,1,0,-5,0,0,0
348.432,-7.94424e-12,0,0,7.94424e-12,100000,0.997574,1,0.0100002,-4.99,0,0,1
348.432,-8.3815e-12,0,0,8.3815e-12,100000,0.997574,1,0.02,-4.98,0,0,2
348.432,-8.39718e-12,0,0,8.39718e-12,100000,0.997574,1,0.0300002,-4.97,0,0,3
348.432,-7.90194e-12,0,0,7.90194e-12,100000,0.997574,1,0.04,-4.96,0,0,4
348.432,-8.67654e-12,0,0,8.67654e-12,100000,0.997574,1,0.0500002,-4.95,0,0,5
348.432,-9.51422e-12,0,0,9.51422e-12,100000,0.997574,1,0.0599999,-4.94,0,0,6
348.432,-9.43616e-12,0,0,9.43616e-12,100000,0.997574,1,0.0700002,-4.93,0,0,7
348.432,-8.93326e-12,0,0,8.93326e-12,100000,0.997574,1,0.0799999,-4.92,0,0,8
348.432,-8.62547e-12,0,0,8.62547e-12,100000,0.997574,1,0.0900002,-4.91,0,0,9
348.432,-7.83885e-12,0,0,7.83885e-12,100000,0.997574,1,0.0999999,-4.9,0,0,10
348.432,-7.22473e-12,0,0,7.22473e-12,100000,0.997574,1,0.11,-4.89,0,0,11
348.432,-7.19847e-12,0,0,7.19847e-12,100000,0.997574,1,0.12,-4.88,0,0,12
348.432,-6.9173e-12,0,0,6.9173e-12,100000,0.997574,1,0.13,-4.87,0,0,13
348.432,-7.45594e-12,0,0,7.45594e-12,100000,0.997574,1,0.14,-4.86,0,0,14
348.432,-7.85818e-12,0,0,7.85818e-12,100000,0.997574,1,0.15,-4.85,0,0,15
348.432,-7.79692e-12,0,0,7.79692e-12,100000,0.997574,1,0.16,-4.84,0,0,16
348.432,-7.83813e-12,0,0,7.83813e-12,100000,0.997574,1,0.17,-4.83,0,0,17
348.432,-7.77576e-12,0,0,7.77576e-12,100000,0.997574,1,0.18,-4.82,0,0,18
348.432,-6.89687e-12,0,0,6.89687e-12,100000,0.997574,1,0.19,-4.81,0,0,19
348.432,-6.15584e-12,0,0,6.15584e-12,100000,0.997574,1,0.2,-4.8,0,0,20
348.432,-5.40021e-12,0,0,5.40021e-12,100000,0.997574,1,0.21,-4.79,0,0,21
348.432,-4.71936e-12,0,0,4.71936e-12,100000,0.997574,1,0.22,-4.78,0,0,22
348.432,-4.01005e-12,0,0,4.01005e-12,100000,0.997574,1,0.23,-4.77,0,0,23
348.432,-3.96009e-12,0,0,3.96009e-12,100000,0.997574,1,0.24,-4.76,0,0,24
348.432,-4.56911e-12,0,0,4.56911e-12,100000,0.997574,1,0.25,-4.75,0,0,25
348.432,-5.24158e-12,0,0,5.24158e-12,100000,0.997574,1,0.26,-4.74,0,0,26
348.432,-5.72297e-12,0,0,5.72297e-12,100000,0.997574,1,0.27,-4.73,0,0,27
348.432,-5.63617e-12,0,0,5.63617e-12,100000,0.997574,1,0.28,-4.72,0,0,28
348.432,-5.46586e-12,0,0,5.46586e-12,100000,0.997574,1,0.29,-4.71,0,0,29
348.432,-5.91369e-12,0,0,5.91369e-12,100000,0.997574,1,0.3,-4.7,0,0,30
348.432,-5.9797e-12,0,0,5.9797e-12,100000,0.997574,1,0.31,-4.69,0,0,31
348.432,-5.86847e-12,0,0,5.86847e-12,100000,0.997574,1,0.32,-4.68,0,0,32
348.432,-5.03298e-12,0,0,5.03298e-12,100000,0.997574,1,0.33,-4.67,0,0,33
348.432,-4.54212e-12,0,0,4.54212e-12,100000,0.997574,1,0.34,-4.66,0,0,34
348.432,-4.45059e-12,0,0,4.45059e-12,100000,0.997574,1,0.35,-4.65,0,0,35
348.432,-4.26825e-12,0,0,4.26825e-12,100000,0.997574,1,0.36,-4.64,0,0,36
348.432,-4.54467e-12,0,0,4.54467e-12,100000,0.997574,1,0.37,-4.63,0,0,37
348.432,-4.81235e-12,0,0,4.81235e-12,100000,0.997574,1,0.38,-4.62,0,0,38
348.432,-4.00093e-12,0,0,4.00093e-12,100000,0.997574,1,0.39,-4.61,0,0,39
348.432,-2.73147e-12,0,0,2.73147e-12,100000,0.997574,1,0.4,-4.6,0,0,40
348.432,-3.21066e-12,0,0,3.21066e-12,100000,0.997574,1,0.41,-4.59,0,0,41
348.432,-3.66251e-12,0,0,3.66251e-12,100000,0.997574,1,0.42,-4.58,0,0,42
348.432,-3.65996e-12,0,0,3.65996e-12,100000,0.997574,1,0.43,-4.57,0,0,43
348.432,-3.91231e-12,0,0,3.91231e-12,100000,0.997574,1,0.44,-4.56,0,0,44
348.432,-3.63516e-12,0,0,3.63516e-12,100000,0.997574,1,0.45,-4.55,0,0,45
348.432,-3.46522e-12,0,0,3.46522e-12,100000,0.997574,1,0.46,-4.54,0,0,46
348.432,-3.76316e-12,0,0,3.76316e-12,100000,0.997574,1,0.47,-4.53,0,0,47
348.432,-4.00349e-12,0,0,4.00349e-12,100000,0.997574,1,0.48,-4.52,0,0,48
348.432,-3.91012e-12,0,0,3.91012e-12,100000,0.997574,1,0.49,-4.51,0,0,49
348.432,-4.35686e-12,0,0,4.35686e-12,100000,0.997574,1,0.5,-4.5,0,0,50
348.432,-4.82219e-12,0,0,4.82219e-12,100000,0.997574,1,0.51,-4.49,0,0,51
348.432,-4.38056e-12,0,0,4.38056e-12,100000,0.997574,1,0.52,-4.48,0,0,52
348.432,-3.6461e-12,0,0,3.6461e-12,100000,0.997574,1,0.53,-4.47,0,0,53
348.432,-2.87661e-12,0,0,2.87661e-12,100000,0.997574,1,0.54,-4.46,0,0,54
