T,U:0,U:1,U:2,mag(U),p,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
348.432,3.70969e-13,0,0,3.70969e-13,100000,0.999645,1,0,-5,0,0,0
348.432,1.50654e-13,0,0,1.50654e-13,100000,0.999645,1,0.0100002,-4.99,0,0,1
348.432,6.01042e-13,0,0,6.01042e-13,100000,0.999645,1,0.02,-4.98,0,0,2
348.432,3.03701e-13,0,0,3.03701e-13,100000,0.999645,1,0.0300002,-4.97,0,0,3
348.432,9.5923e-14,0,0,9.5923e-14,100000,0.999645,1,0.04,-4.96,0,0,4
348.432,4.10855e-13,0,0,4.10855e-13,100000,0.999645,1,0.0500002,-4.95,0,0,5
348.432,-2.20365e-15,0,0,2.11978e-14,100000,0.999645,1,0.0599999,-4.94,0,0,6
348.432,3.38414e-13,0,0,3.38414e-13,100000,0.999645,1,0.0700002,-4.93,0,0,7
348.432,5.59664e-13,0,0,5.59664e-13,100000,0.999645,1,0.0799999,-4.92,0,0,8
348.432,3.0314e-13,0,0,3.0314e-13,100000,0.999645,1,0.0900002,-4.91,0,0,9
348.432,1.1826e-13,0,0,1.1826e-13,100000,0.999645,1,0.0999999,-4.9,0,0,10
348.432,4.39997e-13,0,0,4.39997e-13,100000,0.999645,1,0.11,-4.89,0,0,11
348.432,8.16445e-13,0,0,8.16445e-13,100000,0.999645,1,0.12,-4.88,0,0,12
348.432,3.5803e-13,0,0,3.5803e-13,100000,0.999645,1,0.13,-4.87,0,0,13
348.432,-9.3135e-16,0,0,2.56373e-14,100000,0.999645,1,0.14,-4.86,0,0,14
348.432,-6.78712e-13,0,0,6.78712e-13,100000,0.999645,1,0.15,-4.85,0,0,15
348.432,-8.16864e-13,0,0,8.16864e-13,100000,0.999645,1,0.16,-4.84,0,0,16
348.432,-7.2867e-13,0,0,7.2867e-13,100000,0.999645,1,0.17,-4.83,0,0,17
348.432,2.85783e-13,0,0,2.85783e-13,100000,0.999645,1,0.18,-4.82,0,0,18
348.432,2.14499e-14,0,0,9.6874e-14,100000,0.999645,1,0.19,-4.81,0,0,19
348.432,-2.47587e-13,0,0,2.47587e-13,100000,0.999645,1,0.2,-4.8,0,0,20
348.432,2.82292e-14,0,0,5.31444e-14,100000,0.999645,1,0.21,-4.79,0,0,21
348.432,-2.71742e-13,0,0,2.71742e-13,100000,0.999645,1,0.22,-4.78,0,0,22
348.432,-9.84457e-14,0,0,9.84457e-14,100000,0.999645,1,0.23,-4.77,0,0,23
348.432,1.4057e-13,0,0,1.4057e-13,100000,0.999645,1,0.24,-4.76,0,0,24
348.432,-3.04295e-13,0,0,3.04295e-13,100000,0.999645,1,0.25,-4.75,0,0,25
348.432,-1.12799e-13,0,0,1.12799e-13,100000,0.999645,1,0.26,-4.74,0,0,26
348.432,-3.39795e-13,0,0,3.39795e-13,100000,0.999645,1,0.27,-4.73,0,0,27
348.432,1.10811e-13,0,0,1.10811e-13,100000,0.999645,1,0.28,-4.72,0,0,28
348.432,1.47006e-13,0,0,1.47006e-13,100000,0.999645,1,0.29,-4.71,0,0,29
348.432,2.83067e-13,0,0,2.83067e-13,100000,0.999645,1,0.3,-4.7,0,0,30
348.432,7.13213e-14,0,0,7.13213e-14,100000,0.999645,1,0.31,-4.69,0,0,31
348.432,6.58942e-14,0,0,6.58942e-14,100000,0.999645,1,0.32,-4.68,0,0,32
348.432,2.65755e-13,0,0,2.65755e-13,100000,0.999645,1,0.33,-4.67,0,0,33
348.432,1.8985e-13,0,0,1.8985e-13,100000,0.999645,1,0.34,-4.66,0,0,34
348.432,-3.4368e-13,0,0,3.4368e-13,100000,0.999645,1,0.35,-4.65,0,0,35
348.432,-1.86115e-13,0,0,1.86115e-13,100000,0.999645,1,0.36,-4.64,0,0,36
348.432,-4.1294e-14,0,0,6.116e-14,100000,0.999645,1,0.37,-4.63,0,0,37
348.432,-5.17532e-14,0,0,5.17532e-14,100000,0.999645,1,0.38,-4.62,0,0,38
348.432,-1.59533e-13,0,0,1.59533e-13,100000,0.999645,1,0.39,-4.61,0,0,39
348.432,1.67896e-14,0,0,1.69003e-14,100000,0.999645,1,0.4,-4.6,0,0,40
348.432,-2.1346e-13,0,0,2.1346e-13,100000,0.999645,1,0.41,-4.59,0,0,41
348.432,2.04624e-13,0,0,2.04624e-13,100000,0.999645,1,0.42,-4.58,0,0,42
348.432,3.12544e-13,0,0,3.12544e-13,100000,0.999645,1,0.43,-4.57,0,0,43
348.432,-2.66348e-13,0,0,2.66348e-13,100000,0.999645,1,0.44,-4.56,0,0,44
348.432,-2.81883e-13,0,0,2.81883e-13,100000,0.999645,1,0.45,-4.55,0,0,45
348.432,9.18961e-14,0,0,9.18961e-14,100000,0.999645,1,0.46,-4.54,0,0,46
348.432,-3.83897e-13,0,0,3.83897e-13,100000,0.999645,1,0.47,-4.53,0,0,47
348.432,-1.22421e-14,0,0,1.22421e-14,100000,0.999645,1,0.48,-4.52,0,0,48
348.432,-4.1258e-14,0,0,4.1258e-14,100000,0.999645,1,0.49,-4.51,0,0,49
348.432,-2.74589e-13,0,0,2.74589e-13,100000,0.999645,1,0.5,-4.5,0,0,50
348.432,-4.84812e-13,0,0,4.84812e-13,100000,0.999645,1,0.51,-4.49,0,0,51
348.432,3.39435e-13,0,0,3.39435e-13,100000,0.999645,1,0.52,-4.48,0,0,52
348.432,1.01521e-12,0,0,1.01521e-12,100000,0.999645,1,0.53,-4.47,0,0,53
348.432,8.83432e-13,0,0,8.83432e-13,100000,0.999645,1,0.54,-4.46,0,0,54
348.432,8.65308e-13,0,0,8.65308e-13,100000,0.999645,1,0.55,-4.45,0,0,55
348.432,2.95407e-13,0,0,2.95407e-13,100000,0.999645,1,0.56,-4.44,0,0,56
348.432,-6.61124e-14,0,0,6.61124e-14,100000,0.999645,1,0.57,-4.43,0,0,57
348.432,1.24722e-13,0,0,1.24722e-13,100000,0.999645,1,0.58,-4.42,0,0,58
348.432,-1.91283e-13,0,0,1.91283e-13,100000,0.999645,1,0.59,-4.41,0,0,59
348.432,2.26345e-13,0,0,2.26345e-13,100000,0.999645,1,0.6,-4.4,0,0,60
348.432,2.03847e-13,0,0,2.03847e-13,100000,0.999645,1,0.61,-4.39,0,0,61
